"db","query","genus","family","order","class","phylum","kingdom"
"ncbi","Hypebaeus apicalis","Hypebaeus","Melyridae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Tanytarsus","Tanytarsus","Chironomidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Adelges tsugae","Adelges","Adelgidae","Hemiptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cisseps fulvicollis","Cisseps","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Litargus balteatus","Litargus","Mycetophagidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Bdellidae",NA,"Bdellidae","Trombidiformes","Arachnida","Arthropoda","Metazoa"
"ncbi","Anaxipha tinnulacita","Anaxipha","Gryllidae","Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Platygastridae",NA,"Platygastridae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Atrichopogon levis","Atrichopogon","Ceratopogonidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Hypagyrtis","Hypagyrtis","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Atherigona reversura","Atherigona","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Winthemia rufopicta","Winthemia","Tachinidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Drosophila suzukii","Drosophila","Drosophilidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Bucculatrix","Bucculatrix","Bucculatricidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cecidomyiidae ",NA,"Cecidomyiidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Hyphantria cunea","Hyphantria","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Phenopelopidae",NA,"Phenopelopidae","Sarcoptiformes","Arachnida","Arthropoda","Metazoa"
"ncbi","Canifa pusilla","Canifa","Scraptiidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Neonemobius cubensis","Neonemobius","Gryllidae","Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Pyrrharctia isabella","Pyrrharctia","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Peripsocus subfasciatus","Peripsocus","Peripsocidae","Psocoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Sericoderus lateralis","Sericoderus","Corylophidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Zale lunata","Zale","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Melanotus","Melanotus","Elateridae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Harpalus compar","Harpalus","Carabidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Rhipidia domestica","Rhipidia","Limoniidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Paonias excaecata","Paonias","Sphingidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","",NA,NA,NA,NA,NA,NA
"ncbi","Arachnida",NA,NA,NA,"Arachnida","Arthropoda","Metazoa"
"ncbi","Ectopsocus","Ectopsocus","Ectopsocidae","Psocoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Mesostigmata",NA,NA,"Mesostigmata","Arachnida","Arthropoda","Metazoa"
"ncbi","Coleotechnites","Coleotechnites","Gelechiidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cyrtoxipha columbiana","Cyrtoxipha","Gryllidae","Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Glaphyria","Glaphyria","Crambidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Eukaryota",NA,NA,NA,NA,NA,NA
"ncbi","Eucosma parmatana","Eucosma","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Pyralidae",NA,"Pyralidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Gryllus pennsylvanicus","Gryllus","Gryllidae","Orthoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Eacles imperialis","Eacles","Saturniidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Chionodes mediofuscella","Chionodes","Gelechiidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Valenzuela flavidus","Valenzuela","Caeciliusidae","Psocoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Coenosia","Coenosia","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Amara rubrica","Amara","Carabidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Anavitrinella","Anavitrinella","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Pseudotelphusa quercinigracella","Pseudotelphusa","Gelechiidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Drosophila melanogaster","Drosophila","Drosophilidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Aphelinidae",NA,"Aphelinidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Megaselia arcticae","Megaselia","Phoridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Trichotichnus fulgens","Trichotichnus","Carabidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cricotopus trifascia","Cricotopus","Chironomidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Tectocepheus","Tectocepheus","Tectocepheidae","Sarcoptiformes","Arachnida","Arthropoda","Metazoa"
"ncbi","Bradysia trivittata","Bradysia","Sciaridae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Spilosoma virginica","Spilosoma","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Lacinipolia renigera","Lacinipolia","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Parapediasia teterrellus","Parapediasia","Crambidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Elachiptera","Elachiptera","Chloropidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Platynota idaeusalis","Platynota","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Heterocampa guttivitta","Heterocampa","Notodontidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Grapholita interstinctana","Grapholita","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Miridae",NA,"Miridae","Hemiptera","Insecta","Arthropoda","Metazoa"
"ncbi","Niditinea fuscella","Niditinea","Tineidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Apallates","Apallates","Chloropidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Orthodes detracta","Orthodes","Noctuidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Parapoynx allionealis","Parapoynx","Crambidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Paradidyma","Paradidyma","Tachinidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Lucoppia","Lucoppia","Oribatulidae","Sarcoptiformes","Arachnida","Arthropoda","Metazoa"
"ncbi","Eupodidae",NA,"Eupodidae","Trombidiformes","Arachnida","Arthropoda","Metazoa"
"ncbi","Hyles lineata","Hyles","Sphingidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Culicoides crepuscularis","Culicoides","Ceratopogonidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Aedes vexans","Aedes","Culicidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Amara aenea","Amara","Carabidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Yunohamella lyrica","Yunohamella","Theridiidae","Araneae","Arachnida","Arthropoda","Metazoa"
"ncbi","Dasyphora","Dasyphora","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Mycetophagidae",NA,"Mycetophagidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Coleotechnites albicostata","Coleotechnites","Gelechiidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Calathus opaculus","Calathus","Carabidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Muscina levida","Muscina","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Anopheles quadrimaculatus","Anopheles","Culicidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cydia latiferreana","Cydia","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Thaumatomyia","Thaumatomyia","Chloropidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cricotopus annulator","Cricotopus","Chironomidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Oxyethira pallida","Oxyethira","Hydroptilidae","Trichoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Ceracia dentata","Ceracia","Tachinidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Acylomus","Acylomus","Phalacridae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Cupido comyntas","Cupido","Lycaenidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Pelegrina galathea","Pelegrina","Salticidae","Araneae","Arachnida","Arthropoda","Metazoa"
"ncbi","Palthis angulalis","Palthis","Erebidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Frontinella communis","Frontinella","Linyphiidae","Araneae","Arachnida","Arthropoda","Metazoa"
"ncbi","Tachyporus jocosus","Tachyporus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Homadaula anisocentra","Homadaula","Plutellidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Culiseta melanura","Culiseta","Culicidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Paratanytarsus","Paratanytarsus","Chironomidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Aethes","Aethes","Tortricidae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Canifa","Canifa","Scraptiidae","Coleoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Eupithecia fletcherata","Eupithecia","Geometridae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Inga sparsiciliella","Inga","Oecophoridae","Lepidoptera","Insecta","Arthropoda","Metazoa"
"ncbi","Scaptomyza pallida","Scaptomyza","Drosophilidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Coenosia tigrina","Coenosia","Muscidae","Diptera","Insecta","Arthropoda","Metazoa"
"ncbi","Thecturota","Thecturota","Staphylinidae","Coleoptera","Insecta","Arthropoda","Metazoa"
